,0
8596,38
8597,7
8598,72
8599,85
8600,42
8601,19
8602,49
8603,53
8604,49
8605,75
8606,71
8607,90
8608,92
8609,36
8610,22
8611,53
8612,70
8613,92
8614,82
8615,41
8616,73
8617,8
8618,35
8619,21
8620,44
8621,96
8622,41
8623,5
8624,23
8625,69
8626,56
8627,1
8628,94
8629,49
8630,6
8631,50
8632,52
8633,55
8634,51
8635,88
8636,70
8637,65
8638,100
8639,46
8640,28
8641,37
8642,99
8643,96
8644,13
8645,33
8646,49
8647,40
8648,5
8649,45
8650,57
8651,84
8652,39
8653,2
8654,15
8655,90
8656,64
8657,15
8658,62
8659,53
8660,52
8661,40
8662,59
8663,18
8664,51
8665,94
8666,2
8667,28
8668,2
8669,56
8670,75
8671,83
8672,62
8673,66
8674,6
8675,51
8676,69
8677,42
8678,41
8679,9
8680,23
8681,16
8682,61
8683,89
8684,56
8685,45
8686,44
8687,99
8688,6
8689,64
8690,77
8691,85
8692,92
8693,99
8694,16
8695,94
8696,94
8697,36
8698,41
8699,73
8700,17
8701,57
8702,88
8703,72
8704,57
8705,20
8706,44
8707,38
8708,72
8709,24
8710,57
8711,87
8712,8
8713,65
8714,11
8715,63
8716,76
8717,54
8718,96
8719,24
8720,77
8721,77
8722,95
8723,33
8724,49
8725,29
8726,88
8727,18
8728,71
8729,58
8730,53
8731,73
8732,51
8733,81
8734,28
8735,51
8736,92
8737,13
8738,18
8739,24
8740,86
8741,40
8742,49
8743,4
8744,48
8745,89
8746,49
8747,32
8748,61
8749,80
8750,65
8751,43
8752,31
8753,44
8754,100
8755,32
8756,62
8757,69
8758,73
8759,56
8760,48
8761,84
8762,2
8763,99
8764,92
8765,33
8766,76
8767,58
8768,18
8769,73
8770,17
8771,29
8772,22
8773,44
8774,60
8775,30
8776,80
8777,26
8778,30
8779,85
8780,2
8781,37
8782,37
8783,74
8784,80
8785,98
8786,73
8787,45
8788,44
8789,61
8790,59
8791,62
8792,78
8793,82
8794,49
8795,29
8796,16
8797,84
8798,23
8799,89
8800,25
8801,70
8802,17
8803,43
8804,98
8805,32
8806,6
8807,23
8808,97
8809,8
8810,98
8811,60
8812,32
8813,58
8814,25
8815,81
8816,38
8817,93
8818,88
8819,35
8820,85
8821,5
8822,13
8823,35
8824,25
8825,68
8826,53
8827,54
8828,11
8829,100
8830,61
8831,82
8832,75
8833,38
8834,8
8835,20
8836,98
8837,58
8838,21
8839,90
8840,66
8841,70
8842,82
8843,3
8844,1
8845,40
8846,81
8847,33
8848,14
8849,7
8850,3
8851,21
8852,38
8853,38
8854,90
8855,73
8856,95
8857,73
8858,74
8859,11
8860,67
8861,95
8862,96
8863,97
8864,60
8865,94
8866,96
8867,33
8868,72
8869,9
8870,34
8871,10
8872,37
8873,62
8874,21
8875,22
8876,88
8877,43
8878,1
8879,1
8880,76
8881,83
8882,69
8883,58
8884,63
8885,68
8886,69
8887,17
8888,51
8889,67
8890,77
8891,79
8892,81
8893,0
8894,7
8895,56
8896,86
8897,14
8898,79
8899,60
8900,41
8901,30
8902,39
8903,2
8904,17
8905,9
8906,43
8907,34
8908,93
8909,58
8910,99
8911,89
8912,91
8913,54
8914,75
8915,38
8916,5
8917,82
8918,62
8919,21
8920,86
8921,88
8922,38
8923,45
8924,62
8925,60
8926,49
8927,3
8928,13
8929,62
8930,88
8931,56
8932,29
8933,100
8934,9
8935,24
8936,15
8937,16
8938,64
8939,74
8940,22
8941,62
8942,37
8943,6
8944,53
8945,57
8946,97
8947,11
8948,90
8949,4
8950,8
8951,92
8952,5
8953,1
8954,10
8955,84
8956,6
8957,14
8958,19
8959,25
8960,47
8961,53
8962,50
8963,21
8964,76
8965,75
8966,75
8967,92
8968,8
8969,23
8970,82
8971,94
8972,18
8973,54
8974,49
8975,17
8976,41
8977,45
8978,34
8979,14
8980,77
8981,46
8982,41
8983,77
8984,73
8985,6
8986,75
8987,7
8988,65
8989,61
8990,48
8991,29
8992,30
8993,70
8994,63
8995,68
8996,20
8997,36
8998,2
8999,82
9000,76
9001,79
9002,27
9003,54
9004,43
9005,4
9006,38
9007,71
9008,46
9009,64
9010,48
9011,33
9012,4
9013,34
9014,39
9015,47
9016,28
9017,39
9018,69
9019,28
9020,85
9021,54
9022,3
9023,10
9024,81
9025,29
9026,90
9027,35
9028,15
9029,18
9030,45
9031,64
9032,90
9033,54
9034,24
9035,30
9036,76
9037,44
9038,64
9039,4
9040,96
9041,65
9042,3
9043,62
9044,82
9045,33
9046,26
9047,86
9048,58
9049,87
9050,53
9051,40
9052,6
9053,7
9054,86
9055,87
9056,12
9057,33
9058,23
9059,100
9060,99
9061,39
9062,24
9063,41
9064,49
9065,97
9066,14
9067,50
9068,77
9069,46
9070,73
9071,8
9072,35
9073,12
9074,49
9075,97
9076,66
9077,92
9078,38
9079,90
9080,53
9081,76
9082,37
9083,65
9084,36
9085,40
9086,33
9087,15
9088,5
9089,72
9090,12
9091,79
9092,25
9093,90
9094,5
9095,39
9096,13
9097,78
9098,87
9099,2
9100,37
9101,87
9102,34
9103,92
9104,55
9105,2
9106,36
9107,14
9108,63
9109,46
9110,41
9111,14
9112,2
9113,8
9114,51
9115,40
9116,63
9117,56
9118,58
9119,5
9120,20
9121,90
9122,90
9123,42
9124,8
9125,32
9126,84
9127,71
9128,96
9129,15
9130,6
9131,40
9132,77
9133,3
9134,42
9135,77
9136,62
9137,12
9138,79
9139,76
9140,29
9141,81
9142,95
9143,20
9144,39
9145,79
9146,63
9147,10
9148,68
9149,8
9150,20
9151,56
9152,39
9153,35
9154,50
9155,49
9156,66
9157,43
9158,79
9159,4
9160,40
9161,53
9162,39
9163,100
9164,15
9165,2
9166,63
9167,59
9168,40
9169,62
9170,94
9171,43
9172,21
9173,10
9174,88
9175,94
9176,53
9177,48
9178,34
9179,80
9180,86
9181,58
9182,45
9183,100
9184,29
9185,28
9186,63
9187,93
9188,99
9189,44
9190,78
9191,23
9192,88
9193,91
9194,52
9195,87
9196,51
9197,72
9198,0
9199,50
9200,19
9201,29
9202,80
9203,78
9204,93
9205,87
9206,65
9207,49
9208,77
9209,15
9210,84
9211,100
9212,18
9213,60
9214,12
9215,93
9216,86
9217,48
9218,67
9219,67
9220,6
9221,49
9222,8
9223,2
9224,36
9225,67
9226,71
9227,55
9228,74
9229,43
9230,76
9231,73
9232,64
9233,54
9234,82
9235,13
9236,52
9237,34
9238,50
9239,73
9240,88
9241,93
9242,49
9243,66
9244,61
9245,39
9246,50
9247,58
9248,26
9249,92
9250,11
9251,41
9252,44
9253,17
9254,64
9255,63
9256,96
9257,37
9258,25
9259,75
9260,23
9261,53
9262,1
9263,54
9264,49
9265,6
9266,29
9267,92
9268,30
9269,35
9270,72
9271,49
9272,75
9273,8
9274,6
9275,31
9276,59
9277,37
9278,79
9279,45
9280,1
9281,36
9282,22
9283,64
9284,20
9285,83
9286,71
9287,89
9288,26
9289,64
9290,90
9291,10
9292,21
9293,45
9294,59
9295,41
9296,77
9297,93
9298,61
9299,48
9300,23
9301,76
9302,72
9303,89
9304,46
9305,80
9306,70
9307,3
9308,61
9309,94
9310,80
9311,62
9312,55
9313,59
9314,11
9315,27
9316,8
9317,49
9318,19
9319,60
9320,83
9321,35
9322,17
9323,90
9324,7
9325,66
9326,3
9327,59
9328,56
9329,62
9330,9
9331,50
9332,91
9333,10
9334,11
9335,28
9336,11
9337,20
9338,18
9339,98
9340,32
9341,85
9342,24
9343,18
9344,93
9345,100
9346,17
9347,18
9348,19
9349,42
9350,52
9351,79
9352,94
9353,5
9354,52
9355,21
9356,21
9357,28
9358,52
9359,52
9360,78
9361,16
9362,35
9363,84
9364,98
9365,23
9366,93
9367,36
9368,86
9369,54
9370,35
9371,54
9372,25
9373,80
9374,0
9375,53
9376,37
9377,73
9378,10
9379,2
9380,45
9381,2
9382,90
9383,39
9384,32
9385,46
9386,63
9387,41
9388,56
9389,73
9390,77
9391,8
9392,13
9393,9
9394,62
9395,81
9396,65
9397,90
9398,0
9399,6
9400,72
9401,90
9402,34
9403,84
9404,6
9405,15
9406,21
9407,62
9408,15
9409,5
9410,8
9411,54
9412,47
9413,98
9414,31
9415,55
9416,10
9417,69
9418,21
9419,52
9420,53
9421,74
9422,43
9423,84
9424,60
9425,8
9426,69
9427,19
9428,52
9429,49
9430,57
9431,17
9432,90
9433,17
9434,78
9435,84
9436,52
9437,50
9438,14
9439,77
9440,3
9441,12
9442,82
9443,19
9444,23
9445,41
9446,20
9447,27
9448,59
9449,15
9450,32
9451,8
9452,14
9453,29
9454,86
9455,54
9456,44
9457,34
9458,43
9459,97
9460,38
9461,99
9462,72
9463,47
9464,33
9465,8
9466,95
9467,19
9468,63
9469,77
9470,20
9471,91
9472,43
9473,16
9474,48
9475,14
9476,96
9477,96
9478,43
9479,15
9480,15
9481,62
9482,31
9483,89
9484,66
9485,84
9486,52
9487,28
9488,65
9489,43
9490,1
9491,43
9492,77
9493,13
9494,17
9495,100
9496,21
9497,48
9498,18
9499,57
9500,85
9501,17
9502,67
9503,54
9504,12
9505,98
9506,11
9507,58
9508,75
9509,44
9510,71
9511,38
9512,58
9513,54
9514,73
9515,74
9516,97
9517,29
9518,2
9519,2
9520,81
9521,82
9522,24
9523,4
9524,25
9525,79
9526,68
9527,15
9528,26
9529,83
9530,17
9531,94
9532,66
9533,55
9534,2
9535,77
9536,83
9537,40
9538,12
9539,35
9540,35
9541,66
9542,61
9543,16
9544,49
9545,38
9546,82
9547,61
9548,5
9549,11
9550,75
9551,97
9552,32
9553,50
9554,36
9555,68
9556,87
9557,58
9558,78
9559,2
9560,88
9561,88
9562,39
9563,6
9564,1
9565,95
9566,18
9567,72
9568,87
9569,92
9570,90
9571,39
9572,12
9573,22
9574,88
9575,37
9576,4
9577,65
9578,28
9579,3
9580,22
9581,83
9582,56
9583,66
9584,82
9585,30
9586,84
9587,53
9588,50
9589,15
9590,30
9591,53
9592,100
9593,11
9594,92
9595,66
9596,66
9597,18
9598,74
9599,71
9600,91
9601,30
9602,50
9603,30
9604,6
9605,67
9606,51
9607,35
9608,75
9609,42
9610,95
9611,79
9612,28
9613,42
9614,54
9615,55
9616,47
9617,94
9618,8
9619,70
9620,75
9621,59
9622,15
9623,30
9624,42
9625,75
9626,3
9627,83
9628,4
9629,94
9630,37
9631,46
9632,96
9633,94
9634,91
9635,53
9636,14
9637,98
9638,7
9639,38
9640,3
9641,43
9642,4
9643,3
9644,12
9645,13
9646,51
9647,58
9648,50
9649,85
9650,82
9651,84
9652,54
9653,19
9654,62
9655,7
9656,82
9657,26
9658,14
9659,29
9660,10
9661,89
9662,32
9663,0
9664,50
9665,16
9666,38
9667,23
9668,30
9669,63
9670,43
9671,56
9672,4
9673,92
9674,76
9675,52
9676,20
9677,53
9678,86
9679,74
9680,90
9681,68
9682,9
9683,80
9684,70
9685,15
9686,40
9687,88
9688,51
9689,57
9690,93
9691,9
9692,92
9693,6
9694,60
9695,100
9696,10
9697,89
9698,11
9699,12
9700,15
9701,81
9702,84
9703,37
9704,94
9705,39
9706,66
9707,48
9708,81
9709,81
9710,23
9711,34
9712,23
9713,66
9714,64
9715,12
9716,10
9717,94
9718,47
9719,11
9720,24
9721,28
9722,17
9723,97
9724,44
9725,16
9726,63
9727,81
9728,13
9729,70
9730,1
9731,93
9732,77
9733,2
9734,83
9735,100
9736,27
9737,73
9738,82
9739,16
9740,9
9741,39
9742,5
9743,76
9744,9
9745,27
9746,85
9747,67
9748,16
9749,89
9750,38
9751,6
9752,45
9753,24
9754,41
9755,75
9756,50
9757,8
9758,64
9759,20
9760,56
9761,100
9762,23
9763,55
9764,70
9765,15
9766,74
9767,22
9768,68
9769,66
9770,69
9771,26
9772,59
9773,82
9774,11
9775,71
9776,57
9777,10
9778,23
9779,82
9780,83
9781,80
9782,39
9783,7
9784,4
9785,73
9786,43
9787,89
9788,86
9789,18
9790,14
9791,51
9792,15
9793,89
9794,99
9795,18
9796,8
9797,28
9798,77
9799,88
9800,36
9801,20
9802,45
9803,46
9804,25
9805,2
9806,89
9807,51
9808,85
9809,1
9810,14
9811,30
9812,72
9813,2
9814,29
9815,38
9816,60
9817,14
9818,53
9819,72
9820,90
9821,98
9822,72
9823,70
9824,57
9825,18
9826,18
9827,81
9828,51
9829,86
9830,6
9831,72
9832,63
9833,65
9834,33
9835,16
9836,90
9837,79
9838,95
9839,5
9840,96
9841,20
9842,22
9843,79
9844,96
9845,19
9846,96
9847,10
9848,40
9849,38
9850,68
9851,90
9852,35
9853,6
9854,78
9855,91
9856,80
9857,80
9858,4
9859,6
9860,32
9861,76
9862,93
9863,8
9864,16
9865,42
9866,8
9867,89
9868,58
9869,9
9870,93
9871,91
9872,99
9873,51
9874,24
9875,35
9876,62
9877,81
9878,2
9879,45
9880,74
9881,91
9882,63
9883,75
9884,20
9885,41
9886,49
9887,77
9888,78
9889,50
9890,49
9891,67
9892,42
9893,98
9894,94
9895,86
9896,1
9897,50
9898,57
9899,66
9900,33
9901,16
9902,68
9903,73
9904,67
9905,21
9906,54
9907,0
9908,46
9909,9
9910,66
9911,62
9912,94
9913,62
9914,86
9915,32
9916,96
9917,55
9918,16
9919,20
9920,20
9921,71
9922,43
9923,85
9924,51
9925,91
9926,37
9927,91
9928,52
9929,53
9930,58
9931,61
9932,37
9933,35
9934,7
9935,54
9936,18
9937,85
9938,89
9939,28
9940,39
9941,29
9942,70
9943,14
9944,26
9945,99
9946,11
9947,45
9948,95
9949,25
9950,23
9951,98
9952,59
9953,77
9954,8
9955,14
9956,57
9957,6
9958,45
9959,85
9960,24
9961,53
9962,54
9963,75
9964,84
9965,45
9966,95
9967,60
9968,94
9969,75
9970,76
9971,98
9972,100
9973,92
9974,8
9975,37
9976,61
9977,84
9978,83
9979,91
9980,60
9981,64
9982,77
9983,0
9984,50
9985,63
9986,9
9987,3
9988,100
9989,48
9990,94
9991,7
9992,10
9993,26
9994,76
9995,47
9996,87
9997,66
9998,75
9999,93
